MonthStart,EmployeeID,DepartmentID,ActiveFlag,NewHireFlag,TerminatedFlag,WorkDays,PresentDays,LeaveDays,SickLeaveDays,AbsenceDays,OTHours,TrainingHours,PerformanceScore,MonthlySalary
2025-10-01,E0010,D006,1,0,0,23,19.3,3.0,0.5,0.2,11.5,1.6,2.2,28800
2025-11-01,E0010,D006,1,0,0,20,18.0,1.4,0.0,0.6,9.9,5.5,2.9,28800
2025-12-01,E0010,D006,1,0,0,23,20.6,2.0,0,0.4,7.8,4.4,3.2,28800
2026-01-01,E0010,D006,1,0,1,18,15.4,1.6,0.7,0.3,11.2,5.9,3.1,28800
2025-02-01,E0011,D006,1,1,0,16,12.9,2.3,0.3,0.5,20.7,0.9,2.2,28800
2025-03-01,E0011,D006,1,0,0,21,19.8,1.1,0.1,0,7.4,1.4,4.2,28800
2025-04-01,E0011,D006,1,0,0,22,18.0,2.0,1.1,0.9,5.1,0,4.5,28800
2025-05-01,E0011,D006,1,0,0,22,20.4,1.2,0.4,0,2.2,3.9,3.3,28800
2025-06-01,E0011,D006,1,0,0,21,20.5,0,0,0.5,15.4,2.9,5.0,28800
2025-07-01,E0011,D006,1,0,0,23,19.1,1.9,1.4,0.6,13.2,0,2.5,28800
2025-08-01,E0011,D006,1,0,0,21,20.0,0.3,0.6,0.1,10.9,2.5,3.7,28800
2025-09-01,E0011,D006,1,0,0,22,19.6,1.9,0.5,0.0,0,4.2,3.0,28800
2025-10-01,E0011,D006,1,0,0,23,21.5,0.2,0.9,0.4,12.4,4.4,2.8,28800
2025-11-01,E0011,D006,1,0,0,20,18.4,0.8,0.1,0.7,13.3,2.0,3.9,28800
2025-12-01,E0011,D006,1,0,0,23,21.0,1.3,0.4,0.3,13.3,2.2,2.7,28800
2026-01-01,E0011,D006,1,0,0,22,20.4,1.3,0.3,0,5.2,2.0,3.4,28800
2026-02-01,E0011,D006,1,0,0,20,17.9,1.5,0.3,0.3,7.1,3.6,3.6,28800
2026-03-01,E0011,D006,1,0,0,22,19.3,1.5,1.2,0.0,1.0,2.3,3.8,28800
2026-04-01,E0011,D006,1,0,0,22,20.4,1.0,0.6,0,4.8,3.6,3.8,28800
2026-05-01,E0011,D006,1,0,0,21,20.0,0.3,0.7,0,3.2,2.6,3.5,28800
2026-06-01,E0011,D006,1,0,0,22,19.0,1.4,0.9,0.7,13.7,1.8,3.9,28800
2026-07-01,E0011,D006,1,0,0,23,22.0,0,0.5,0.5,12.4,4.2,4.5,28800
2026-08-01,E0011,D006,1,0,0,21,19.7,0.3,0.9,0.1,14.6,2.7,3.8,28800
2026-09-01,E0011,D006,1,0,0,22,18.8,2.4,0.8,0.0,7.2,1.1,4.0,28800
2026-10-01,E0011,D006,1,0,0,22,19.5,2.2,0.3,0,5.8,3.4,2.9,28800
2026-11-01,E0011,D006,1,0,0,21,20.8,0,0.2,0,10.6,1.7,3.4,28800
2026-12-01,E0011,D006,1,0,0,23,20.8,2.2,0,0,8.9,3.4,2.6,28800
2025-01-01,E0012,D001,1,0,0,23,21.9,0.7,0.3,0.1,5.9,7.8,3.3,30800
2025-02-01,E0012,D001,1,0,0,20,18.6,1.2,0.2,0,15.9,0,4.1,30800
2025-03-01,E0012,D001,1,0,0,21,20.9,0,0,0.1,20.0,3.1,3.3,30800
2025-04-01,E0012,D001,1,0,0,22,20.9,0.3,0.8,0,12.6,0,3.7,30800
2025-05-01,E0012,D001,1,0,0,22,20.7,1.3,0,0,8.3,1.5,3.6,30800
2025-06-01,E0012,D001,1,0,0,21,20.1,0,0,0.9,4.8,1.6,3.3,30800
2025-07-01,E0012,D001,1,0,0,23,21.2,0.7,1.1,0,13.3,0.8,3.8,30800
2025-08-01,E0012,D001,1,0,0,21,19.7,0.8,0.4,0.1,11.8,0.1,2.9,30800
2025-09-01,E0012,D001,1,0,0,22,18.5,2.8,0.7,0,12.2,2.4,2.2,30800
2025-10-01,E0012,D001,1,0,0,23,21.3,1.1,0.4,0.2,5.1,2.1,4.0,30800
2025-11-01,E0012,D001,1,0,0,20,18.7,0.9,0.2,0.2,7.0,4.6,3.3,30800
2025-12-01,E0012,D001,1,0,0,23,21.6,1.3,0.1,0,12.6,3.0,3.8,30800
2026-01-01,E0012,D001,1,0,0,22,20.1,1.7,0,0.2,0,3.5,2.8,30800
2026-02-01,E0012,D001,1,0,0,20,17.8,1.4,0.8,0,8.9,4.9,2.5,30800
2026-03-01,E0012,D001,1,0,0,22,19.4,1.6,0.5,0.5,0.7,2.5,4.0,30800
2026-04-01,E0012,D001,1,0,0,22,19.8,2.2,0.0,0.0,18.2,0,3.4,30800
2026-05-01,E0012,D001,1,0,0,21,19.3,1.2,0.5,0,13.8,4.3,4.4,30800
2026-06-01,E0012,D001,1,0,0,22,21.0,0.3,0.2,0.5,18.1,2.5,2.6,30800
2026-07-01,E0012,D001,1,0,0,23,20.8,0.8,1.0,0.4,14.6,6.3,3.2,30800
2026-08-01,E0012,D001,1,0,0,21,20.7,0.2,0,0.1,14.1,6.0,3.5,30800
2026-09-01,E0012,D001,1,0,0,22,20.1,1.0,0.4,0.5,5.2,2.3,3.4,30800
2026-10-01,E0012,D001,1,0,0,22,19.6,1.0,1.4,0,21.3,1.2,2.9,30800
2026-11-01,E0012,D001,1,0,0,21,19.7,0.4,0.8,0.1,14.6,0.9,2.5,30800
2026-12-01,E0012,D001,1,0,0,23,21.7,0.7,0.6,0,8.5,3.6,3.0,30800
2025-01-01,E0013,D001,1,0,0,23,22.6,0.3,0,0.1,11.3,8.0,4.0,28100
2025-02-01,E0013,D001,1,0,0,20,19.9,0,0,0.1,16.9,3.8,3.1,28100
2025-03-01,E0013,D001,1,0,0,21,17.3,1.9,1.2,0.6,3.7,3.4,2.7,28100
2025-04-01,E0013,D001,1,0,0,22,21.7,0.3,0,0.0,1.8,4.0,3.4,28100
2025-05-01,E0013,D001,1,0,0,22,20.4,0.2,0.7,0.7,10.7,1.3,3.2,28100
2025-06-01,E0013,D001,1,0,0,21,20.0,0.9,0.1,0,7.1,5.0,2.9,28100
2025-07-01,E0013,D001,1,0,0,23,22.1,0,0.4,0.5,0.4,2.9,3.6,28100
2025-08-01,E0013,D001,1,0,0,21,18.4,1.5,0.8,0.3,1.1,3.7,4.2,28100
2025-09-01,E0013,D001,1,0,0,22,20.5,0.8,0.7,0,15.5,1.3,4.3,28100
2025-10-01,E0013,D001,1,0,0,23,21.5,0.7,0.8,0,18.4,0,3.6,28100
2025-11-01,E0013,D001,1,0,0,20,19.2,0,0,0.8,13.5,0,3.4,28100
2025-12-01,E0013,D001,1,0,0,23,21.0,0.4,0.8,0.8,12.3,3.4,3.7,28100
2026-01-01,E0013,D001,1,0,0,22,20.8,0.0,0.8,0.4,5.9,1.2,4.2,28100
2026-02-01,E0013,D001,1,0,0,20,18.8,1.2,0,0,6.7,2.4,3.4,28100
2026-03-01,E0013,D001,1,0,0,22,19.4,0.8,1.4,0.4,16.4,0,3.5,28100
2026-04-01,E0013,D001,1,0,0,22,19.1,2.1,0.8,0,5.2,4.4,3.3,28100
2026-05-01,E0013,D001,1,0,0,21,18.8,1.6,0.5,0.1,9.6,0.8,4.3,28100
2026-06-01,E0013,D001,1,0,0,22,19.3,1.5,1.2,0,6.3,1.9,2.9,28100
2026-07-01,E0013,D001,1,0,0,23,20.6,1.6,0.8,0,7.4,3.3,3.0,28100
2026-08-01,E0013,D001,1,0,0,21,19.1,0.6,1.3,0,6.4,7.5,2.2,28100
2026-09-01,E0013,D001,1,0,0,22,20.6,0,1.4,0,11.5,6.7,3.0,28100
2026-10-01,E0013,D001,1,0,0,22,20.7,0.5,0.7,0.1,6.4,2.2,2.7,28100
2026-11-01,E0013,D001,1,0,0,21,18.6,1.4,0.9,0.1,7.9,3.6,3.1,28100
2026-12-01,E0013,D001,1,0,0,23,21.3,0.7,0.4,0.6,8.8,2.3,3.3,28100
2025-03-01,E0014,D001,1,1,0,17,16.3,0.7,0,0,13.3,1.4,3.5,37200
2025-04-01,E0014,D001,1,0,0,22,21.4,0.6,0,0,16.0,1.7,3.0,37200
2025-05-01,E0014,D001,1,0,0,22,20.9,0.6,0.3,0.2,6.9,2.3,3.1,37200
